s#,sname,sex,height,bdate,dorm
21082916,潘滨义,男,1.71,2004-01-07,西 21 舍 505
11505457,于马,男,1.72,2006-09-19,西 16 舍 501
22493054,刘夏怡,女,1.58,2003-12-23,东 7 舍 705
16326428,朱熙岩,男,1.79,2003-04-23,西 9 舍 811
28781983,王秉雄,男,1.75,2006-11-15,东 4 舍 830
33976660,张烊,男,1.86,2003-07-20,西 1 舍 726
19667110,庄嘉和,男,1.86,2006-01-24,东 23 舍 228
34734793,杨松芬,女,1.53,2007-04-20,东 19 舍 814
45864963,刘若翰,男,1.69,2004-09-24,东 11 舍 525
10435170,曹楠,男,1.67,2004-09-08,东 3 舍 808
12858695,谢铭锵,男,1.8,2006-06-22,西 19 舍 311
42027686,吴滨义,男,1.78,2006-11-07,东 5 舍 605
43559747,周翰,男,1.86,2006-10-06,东 6 舍 216
34906325,孙茜惠,女,1.5,2004-08-16,东 24 舍 310
42650414,王灏风,男,1.74,2006-11-08,西 3 舍 521
37352104,曾萁,女,1.6,2005-02-19,西 23 舍 325
14305013,刘承文,男,1.77,2006-08-07,东 5 舍 602
40155624,孙禛,男,1.81,2005-07-31,西 1 舍 820
42065817,柏松芬,女,1.61,2003-07-18,西 9 舍 713
32049533,史青熙,女,1.67,2004-02-18,东 3 舍 408
18031060,陈旭平,男,1.73,2004-01-09,东 4 舍 513
17119563,于新菱,女,1.51,2005-03-17,东 24 舍 603
38860473,苏杰,男,1.74,2004-12-13,东 17 舍 503
49336400,罗依清,女,1.6,2005-07-01,西 13 舍 210
14493347,张青波,女,1.72,2006-05-18,西 18 舍 106
44917428,侯晴茹,女,1.68,2004-09-05,东 4 舍 805
26175622,徐慕巧,女,1.69,2004-11-10,西 12 舍 624
30416963,吴琬,女,1.61,2007-05-02,西 19 舍 530
49782298,王宛霞,女,1.67,2003-01-24,东 19 舍 614
44566389,霍浩泽,男,1.61,2004-07-18,东 21 舍 501
34549037,王秉雄,男,1.62,2004-12-20,东 13 舍 410
13210133,冯致,男,1.84,2004-11-17,西 16 舍 305
14293058,萧蕴宁,女,1.65,2002-09-10,西 6 舍 129
41612529,郑若翰,男,1.68,2004-12-12,西 18 舍 706
40325558,魏芬,女,1.67,2004-03-19,西 10 舍 620
24872453,廖德东,男,1.63,2003-04-21,西 17 舍 616
39098570,张漫,女,1.59,2007-01-05,东 8 舍 818
23429548,吴书琴,女,1.46,2002-10-19,西 1 舍 210
30265966,马松芬,女,1.66,2005-10-07,东 19 舍 201
43227753,罗杉哲,男,1.69,2003-01-04,西 17 舍 314
32295194,封旭平,男,1.79,2004-06-15,东 6 舍 111
28970377,贺云诺,男,1.74,2004-08-02,西 7 舍 616
38162616,曾松芬,女,1.69,2005-11-29,东 13 舍 424
29195470,万雅惠,女,1.68,2007-01-15,西 12 舍 320
43483678,周依彤,女,1.62,2007-02-08,西 5 舍 122
19557734,叶希嫣,女,1.63,2007-04-26,东 3 舍 717
26156830,孙昊惟,男,1.73,2002-07-16,东 9 舍 416
30991616,蓝文芸,女,1.49,2005-04-13,西 7 舍 806
48792947,冷锋玮,男,1.74,2006-11-20,西 3 舍 614
31765817,张畅裕,男,1.75,2002-08-20,东 16 舍 508
10356748,吴芷丽,女,1.61,2006-10-31,东 24 舍 826
33524404,姜翰,男,1.79,2003-09-25,东 22 舍 619
43465784,夏佩,女,1.61,2005-03-28,西 20 舍 510
38466259,廖新菱,女,1.72,2005-09-02,西 19 舍 218
28003078,张亦茂,男,1.66,2006-08-08,东 15 舍 803
33414664,王兰璇,女,1.62,2004-02-15,西 18 舍 105
10847136,江晴茹,女,1.6,2002-11-19,西 18 舍 106
25313917,郑顺远,男,1.69,2006-08-07,东 12 舍 710
42928740,何媛倚,女,1.56,2005-02-13,西 4 舍 411
13412066,朱泽商,男,1.8,2006-08-31,西 20 舍 813
11448016,张贞,女,1.55,2005-09-19,西 1 舍 514
42815651,高书琴,女,1.59,2005-04-12,东 2 舍 127
34412981,李珅南,男,1.7,2003-06-04,东 12 舍 503
24774317,周君启,男,1.67,2006-07-28,东 19 舍 808
16688115,时霖,男,1.8,2006-02-23,东 9 舍 628
35304798,王茂彦,男,1.76,2002-08-15,东 23 舍 718
18716938,李慕巧,女,1.63,2004-09-01,东 9 舍 422
16074070,李茜惠,女,1.52,2004-12-18,西 18 舍 114
40810881,贺良清,男,1.68,2004-03-04,东 22 舍 613
27659042,欧晴茹,女,1.58,2007-04-16,西 22 舍 623
41482865,王函,男,1.76,2006-07-29,东 21 舍 102
19129530,王怀盈,女,1.69,2005-07-19,东 5 舍 625
31865366,刘承彬,男,1.84,2003-02-16,东 15 舍 805
34965034,孙雅妙,女,1.5,2003-07-10,西 1 舍 808
23850719,郭菊,女,1.64,2004-04-18,东 4 舍 610
13139583,寇祯卓,男,1.72,2005-11-02,西 15 舍 425
32153130,杨博罗,男,1.75,2006-10-26,东 10 舍 206
32231106,吕泰骞,男,1.87,2006-08-02,西 17 舍 611
43704294,吕晟,男,1.81,2003-07-28,东 7 舍 619
28288997,管科,男,1.6,2002-08-15,东 9 舍 215
30785187,胡浦宇,男,1.7,2004-08-09,西 17 舍 506
38653353,刘雅惠,女,1.5,2004-01-20,东 9 舍 209
41866573,洪璇兰,女,1.69,2005-09-06,西 18 舍 312
21472921,袁桑,女,1.63,2003-06-08,西 19 舍 707
25475020,陈倚,女,1.6,2005-11-14,东 12 舍 209
16143854,王合,男,1.79,2003-04-26,东 20 舍 513
41571023,林坤灵,男,1.63,2005-08-18,西 1 舍 813
12753396,任楚悦,女,1.79,2007-03-11,西 2 舍 713
26286469,黄武,男,1.79,2007-04-19,西 3 舍 418
41446691,孙婉慧,女,1.67,2004-10-11,西 12 舍 402
44331241,周耀,男,1.75,2006-07-14,西 2 舍 425
34759299,刘嘉仪,女,1.7,2005-02-05,西 9 舍 219
27683322,洪淇,男,1.7,2002-07-23,西 11 舍 301
22650975,李茜惠,女,1.68,2003-03-09,东 18 舍 316
32517081,郑顺远,男,1.85,2002-11-06,东 11 舍 320
49085853,李畅裕,男,1.73,2006-01-23,西 21 舍 206
32434992,魏清滢,女,1.68,2004-10-12,东 5 舍 522
37678144,杨秦恒,男,1.66,2002-10-06,东 17 舍 128
33382017,张顺远,男,1.76,2003-08-15,西 17 舍 822
29092609,李浦宇,男,1.75,2003-02-14,西 21 舍 205
44915365,郝鸣哲,男,1.87,2003-09-04,西 15 舍 206
10123252,郭舒瑾,女,1.57,2002-11-25,西 5 舍 808
19228444,李明泉,男,1.75,2006-06-15,西 19 舍 116
38252450,姜云诺,男,1.79,2005-09-20,东 5 舍 126
38871336,王坤灵,男,1.76,2003-05-03,西 7 舍 622
30394187,李若娜,女,1.7,2003-03-25,西 10 舍 327
20726785,高嫣,女,1.59,2006-01-29,东 9 舍 407
49815121,郭瀚,男,1.84,2003-08-28,东 10 舍 109
38940613,高贝韵,女,1.58,2004-11-29,东 16 舍 810
25969461,张霜,女,1.6,2004-03-26,东 14 舍 530
30814372,李丹华,女,1.73,2002-10-04,西 12 舍 606
11648042,邓莉菲,女,1.51,2005-06-11,西 11 舍 314
39307182,张铃,女,1.61,2004-10-16,西 14 舍 618
40894819,李旭,男,1.84,2002-09-14,东 22 舍 210
48668735,张菊,女,1.54,2003-03-30,东 13 舍 422
23744167,徐慕鸿,男,1.92,2006-05-11,西 5 舍 216
42378167,胡林,女,1.5,2004-08-07,西 2 舍 216
21463506,蒋蕴宁,女,1.6,2003-07-13,东 6 舍 624
46897762,孟文峥,男,1.73,2005-05-29,东 21 舍 626
44518167,周咏,女,1.66,2004-04-04,东 17 舍 514
17009567,陈忆狄,男,1.74,2004-09-21,东 17 舍 530
25866094,徐素卿,女,1.57,2007-02-17,西 16 舍 508
46601825,李皓润,男,1.78,2004-09-01,西 23 舍 114
17527801,张舒瑾,女,1.5,2007-05-03,西 24 舍 524
26287932,陈征风,男,1.74,2004-09-14,东 9 舍 118
18914236,程奕宗,男,1.75,2004-10-16,西 11 舍 308
35028106,王自昊,男,1.7,2002-11-02,西 1 舍 226
43368618,徐永,男,1.72,2004-12-08,西 3 舍 326
34176925,吕昕霏,女,1.71,2003-07-15,东 12 舍 830
15445944,张筱羽,女,1.62,2007-02-17,东 22 舍 516
40902584,李意,男,1.61,2007-02-28,东 18 舍 324
49941542,李镇,男,1.77,2002-10-11,东 21 舍 403
49877331,郝利,男,1.73,2005-10-23,东 7 舍 430
25297034,尚韩,男,1.79,2003-07-24,西 11 舍 216
34325035,翁灏风,男,1.72,2005-02-07,东 19 舍 415
19065841,汪泰骞,男,1.73,2003-05-06,西 10 舍 319
27440311,罗炫灿,男,1.8,2005-11-25,东 13 舍 212
27575031,李敬,男,1.78,2005-01-09,东 24 舍 203
13833716,苏芷蕊,女,1.56,2005-06-03,东 3 舍 430
25562437,梁楚悦,女,1.55,2003-10-04,东 4 舍 420
41184766,袁自昊,男,1.85,2002-11-25,东 11 舍 822
30362712,朱泽商,男,1.79,2006-10-22,东 17 舍 307
45757676,余依梅,女,1.53,2004-05-09,东 12 舍 814
14254232,马羽,男,1.95,2005-12-25,西 2 舍 620
46959294,刘菊,女,1.64,2002-11-11,东 24 舍 114
41746279,潘容,女,1.57,2002-09-05,西 8 舍 229
32284695,苏雪菡,女,1.66,2003-12-07,东 12 舍 814
33229957,欧浩泽,男,1.75,2006-11-01,西 2 舍 108
15560685,薛坤灵,男,1.74,2005-02-06,西 15 舍 419
43407252,梁文芝,女,1.59,2003-06-03,东 9 舍 103
33411729,戴纹珊,女,1.55,2005-02-28,西 10 舍 727
31020415,丘芷丽,女,1.6,2004-09-27,东 12 舍 716
14837312,骆怀盈,女,1.68,2003-02-01,西 7 舍 809
30002075,陈君启,男,1.78,2003-05-19,东 7 舍 702
44209665,王涵,女,1.59,2006-01-05,东 4 舍 701
28851794,刘影,男,1.75,2004-08-06,东 13 舍 321
17684308,陈阳,男,1.75,2007-05-04,东 4 舍 616
37598045,余新菱,女,1.61,2002-12-30,西 2 舍 710
45736327,鲍佑,女,1.59,2007-04-05,东 22 舍 121
20879256,冯菲,女,1.59,2006-12-20,西 24 舍 806
18058844,陈晴茹,女,1.63,2002-10-25,东 2 舍 519
27443543,穆依彤,女,1.55,2006-07-29,西 17 舍 505
34073855,孙庆星,男,1.78,2003-03-15,东 3 舍 504
37834602,廖昊惟,男,1.7,2002-05-20,东 1 舍 118
28125697,李觅蕴,女,1.79,2002-12-29,东 20 舍 623
43682148,谷澈,男,1.77,2006-03-31,西 6 舍 104
20913119,徐灿,女,1.59,2005-11-03,西 15 舍 129
34882576,邓新菱,女,1.5,2003-12-31,西 14 舍 510
20021059,刘令,女,1.63,2006-11-01,东 24 舍 811
48167482,邹承彬,男,1.82,2004-06-20,东 23 舍 526
40451504,陈瑞若,男,1.71,2004-03-04,东 14 舍 420
25821928,单槐,女,1.65,2003-09-04,东 17 舍 214
38526920,徐怡芬,女,1.56,2002-05-21,东 17 舍 102
25407842,刘贺,女,1.64,2002-09-22,西 23 舍 101
37947437,黄松芬,女,1.69,2007-04-28,西 23 舍 303
31055598,刘茂彦,男,1.67,2004-03-11,西 7 舍 816
13174743,姚彦,女,1.64,2003-01-09,东 17 舍 220
22587387,王楚悦,女,1.51,2004-11-21,西 2 舍 425
25361563,陈颢,女,1.6,2002-12-25,西 21 舍 526
28407881,张茂彦,男,1.81,2005-12-05,西 11 舍 303
42078316,林竽磊,男,1.8,2006-08-23,西 6 舍 430
27574531,余宇军,男,1.78,2006-11-02,东 17 舍 402
24953188,高佳禾,女,1.67,2004-10-16,西 17 舍 527
27344017,王舒瑾,女,1.59,2005-07-21,西 13 舍 318
14058040,胡清滢,女,1.49,2006-03-22,西 13 舍 225
35985292,姜澜,男,1.72,2004-02-20,西 18 舍 728
36968395,黄烷,女,1.63,2006-01-16,西 3 舍 428
11898938,胡宛晴,女,1.72,2004-07-02,东 17 舍 714
20716692,袁笛,女,1.63,2004-06-25,东 11 舍 314
19847486,张阔,男,1.83,2004-06-21,西 24 舍 422
28329366,陈璇兰,女,1.62,2003-12-14,东 10 舍 302
12342212,韩芷蕊,女,1.69,2005-06-10,西 2 舍 810
47450643,王征风,男,1.75,2005-08-05,西 5 舍 202
16484007,蔡佑,女,1.72,2004-09-24,西 12 舍 819
31791835,张云诺,男,1.83,2006-04-18,西 13 舍 625
23714209,邵晴茹,女,1.65,2003-08-28,东 2 舍 107
24293591,李素卿,女,1.57,2005-11-30,东 8 舍 423
26421280,陈俊,男,1.86,2003-04-23,西 24 舍 315
21594788,谢璇兰,女,1.61,2004-04-10,西 19 舍 213
30320571,彭宸,女,1.59,2007-04-10,东 8 舍 205
32126556,侯裳,女,1.63,2004-01-03,西 24 舍 703
21243274,黄泽商,男,1.73,2005-06-05,西 18 舍 607
44151275,曹宣,男,1.77,2004-04-26,东 3 舍 213
43301900,高舒志,男,1.8,2003-09-27,西 1 舍 808
40352291,柏文芸,女,1.66,2005-11-28,西 2 舍 828
38295916,吴凯泽,男,1.64,2004-03-28,西 1 舍 310
26199022,黄良清,男,1.6,2004-04-10,东 1 舍 403
12925366,曾文芝,女,1.71,2005-01-01,西 1 舍 205
20568308,萧至,男,1.62,2004-07-09,西 18 舍 606
16663798,董尔楚,女,1.67,2003-09-13,西 5 舍 121
14052255,包臻,男,1.76,2003-05-11,东 23 舍 308
32068749,林佳禾,女,1.68,2007-01-19,西 18 舍 208
36908948,张虚,男,1.83,2005-05-18,东 19 舍 211
28768095,谢南,男,1.71,2006-02-07,西 20 舍 126
23353386,伍征风,男,1.83,2003-10-01,东 11 舍 409
28561641,袁秉雄,男,1.7,2003-05-18,东 11 舍 314
34948721,刘安,女,1.68,2002-08-17,东 8 舍 111
32059513,何良清,男,1.87,2004-07-13,东 11 舍 417
17467880,孙慕巧,女,1.61,2002-08-14,东 8 舍 608
28677729,方思杉,男,1.82,2003-08-16,西 1 舍 330
28213209,刘烟,女,1.64,2003-05-09,东 7 舍 608
42124634,徐楚悦,女,1.62,2005-11-13,西 8 舍 528
25220810,毛谷,女,1.74,2004-11-12,西 18 舍 321
18652588,陈秦恒,男,1.73,2005-09-15,西 7 舍 407
41615652,刘哓,女,1.62,2002-09-04,东 11 舍 214
38052121,杨泽元,男,1.69,2004-09-22,西 24 舍 105
38490053,蓝万信,男,1.69,2006-11-08,西 17 舍 819
39467746,刘新菱,女,1.52,2004-12-23,西 2 舍 612
11022631,许源泽,男,1.78,2006-08-31,西 7 舍 115
21293901,杜豪,男,1.81,2006-04-07,东 20 舍 316
38439383,李嫣,女,1.57,2003-07-12,西 14 舍 719
41419308,王语,女,1.74,2007-02-12,东 5 舍 315
38977495,陈顺远,男,1.77,2004-07-25,东 6 舍 818
35934225,严沧,男,1.72,2005-09-23,西 17 舍 707
24761607,任颜,女,1.61,2003-05-04,东 10 舍 813
10972004,杨魏,男,1.66,2002-11-18,西 11 舍 314
19400742,林砂,男,1.77,2005-04-02,东 13 舍 609
16795735,覃嘉和,男,1.71,2003-05-24,西 18 舍 519
35532207,孙珅南,男,1.66,2006-07-28,东 12 舍 826
16673879,耿忆狄,男,1.82,2003-08-08,东 7 舍 812
27626018,梁皓润,男,1.69,2003-08-29,西 16 舍 525
20086414,赵宛晴,女,1.73,2006-11-18,东 21 舍 713
37322727,胡宛霞,女,1.73,2004-03-10,西 13 舍 316
19432960,刘怀盈,女,1.67,2002-08-16,西 12 舍 307
19722941,袁圣晨,男,1.7,2002-10-01,东 4 舍 328
21995992,冉文峥,男,1.84,2006-10-13,东 19 舍 522
25556577,吴文芝,女,1.57,2004-01-20,西 6 舍 603
15689977,张芷雨,女,1.56,2006-12-08,西 21 舍 601
21175657,方涵,女,1.63,2005-10-24,东 18 舍 719
12067491,锺茂彦,男,1.72,2004-08-18,西 6 舍 423
35843998,施万信,男,1.75,2004-03-07,东 7 舍 713
45307550,叶承彬,男,1.91,2004-02-09,东 9 舍 723
39386722,丁茂彦,男,1.9,2006-01-13,西 1 舍 330
25601914,吴松樱,女,1.6,2004-04-21,东 14 舍 307
43194230,刘浩泽,男,1.71,2004-04-04,东 22 舍 802
17272042,朱钟,男,1.65,2007-03-19,东 7 舍 206
21702411,李诚,男,1.86,2002-08-30,西 22 舍 425
18155060,梁宛霞,女,1.61,2005-03-23,西 21 舍 705
35197363,丁文芝,女,1.67,2003-05-08,东 11 舍 218
31032043,张嘉和,男,1.65,2005-02-17,西 17 舍 201
11311320,邹素卿,女,1.65,2004-05-28,东 11 舍 630
36123971,王州,男,1.88,2005-09-06,东 8 舍 128
49630598,杨坤灵,男,1.71,2003-01-28,西 18 舍 726
49604240,范梓琪,女,1.62,2006-10-01,西 18 舍 521
21375862,赵茂彦,男,1.8,2006-04-06,东 22 舍 709
43368514,周蕴宁,女,1.63,2004-01-28,东 6 舍 320
45403987,岳亨,男,1.72,2005-08-22,西 17 舍 521
19948030,王云诺,男,1.64,2003-06-21,东 23 舍 110
44322211,吴帆,女,1.56,2006-06-24,东 14 舍 621
23906511,姚童,女,1.78,2002-09-20,东 14 舍 329
20480979,吴兰璇,女,1.55,2004-03-18,东 22 舍 114
36551438,楼博罗,男,1.85,2005-12-14,西 6 舍 309
17769774,牛瑎,男,1.72,2003-07-08,西 15 舍 224
38529870,胡青熙,女,1.63,2003-09-25,东 21 舍 411
29817699,胡圣晨,男,1.78,2003-06-13,东 21 舍 523
44631020,张煦,女,1.57,2003-10-31,东 1 舍 726
31359863,朱笛,女,1.63,2005-11-30,西 24 舍 114
21243426,刘自昊,男,1.74,2002-12-29,东 11 舍 119
30955477,谢纹珊,女,1.64,2003-11-28,西 13 舍 627
30256640,张梁,男,1.79,2004-10-24,东 13 舍 616
39091396,王贝韵,女,1.67,2004-02-11,西 18 舍 516
36278216,罗文妮,女,1.71,2004-09-21,东 22 舍 721
29241022,王希嫣,女,1.54,2002-06-26,西 11 舍 223
31927605,高偌瑾,女,1.66,2007-03-05,东 8 舍 605
23139610,李璇兰,女,1.55,2006-08-21,东 7 舍 402
48826859,杨清深,男,1.7,2005-04-04,西 3 舍 213
39422240,王恬,男,1.89,2004-02-20,西 7 舍 106
20040569,张杰,男,1.84,2003-05-27,西 3 舍 312
33127475,薛莉菲,女,1.59,2003-04-22,西 15 舍 419
48695216,张熙岩,男,1.81,2003-11-06,西 4 舍 810
35002226,牟贺,女,1.62,2005-02-10,西 2 舍 805
17898729,闵偌瑾,女,1.54,2004-12-22,东 6 舍 411
15110200,穆松樱,女,1.65,2006-06-25,东 4 舍 528
42588178,王宛霞,女,1.56,2005-11-18,西 2 舍 806
36802033,李青熙,女,1.75,2006-09-28,西 12 舍 321
30471759,陈彬,男,1.83,2004-12-13,东 23 舍 315
38048054,陈章,男,1.75,2007-01-17,西 24 舍 425
20139600,张丹华,女,1.48,2004-03-30,西 3 舍 407
21881188,顾觅蕴,女,1.59,2006-08-11,西 23 舍 103
12894826,徐乒,男,1.93,2004-08-02,西 16 舍 513
39466700,丘茜惠,女,1.63,2004-04-08,东 23 舍 226
19323510,张芷丽,女,1.69,2007-01-23,西 21 舍 405
43341506,李德东,男,1.79,2003-10-10,东 1 舍 430
40101132,尚依彤,女,1.56,2003-11-21,东 20 舍 721
42489944,田铸,男,1.81,2007-05-05,东 11 舍 407
45328725,宋正,女,1.61,2004-08-03,东 16 舍 422
32647389,唐媛倚,女,1.54,2004-04-29,东 24 舍 504
28747696,何珅南,男,1.61,2003-05-16,东 16 舍 411
34983712,鲍佳,女,1.67,2005-06-25,西 8 舍 404
16618338,谢德东,男,1.81,2005-04-02,西 22 舍 312
41625231,杨生,男,1.73,2004-03-12,东 5 舍 702
20629415,陈万信,男,1.85,2005-02-09,西 5 舍 122
46689523,白征风,男,1.88,2005-05-05,西 8 舍 115
45825240,韦尔楚,女,1.63,2006-07-01,东 1 舍 308
10321232,樊初,男,1.72,2003-11-24,西 21 舍 617
22933538,张清媛,女,1.53,2006-08-14,西 3 舍 707
48443435,安嘉仪,女,1.66,2005-04-01,东 10 舍 124
27985343,熊依彤,女,1.62,2003-02-26,东 20 舍 130
26741796,张茹,女,1.67,2003-09-06,东 19 舍 301
24603940,张诗,男,1.76,2004-09-22,东 14 舍 315
16818497,杨信霖,男,1.76,2003-07-12,东 17 舍 227
35434929,胡芷蕊,女,1.65,2002-11-13,东 6 舍 809
11519903,阳永茂,男,1.87,2002-07-24,西 6 舍 325
45033953,胡锦,女,1.63,2005-02-11,东 19 舍 417
27755624,左慕巧,女,1.52,2007-04-17,西 19 舍 116
32878057,马初,男,1.69,2005-08-07,东 21 舍 706
35553835,任夏怡,女,1.65,2006-03-19,东 21 舍 114
25192713,赵皓润,男,1.75,2006-11-14,西 9 舍 211
16709295,曲瑎,男,1.75,2005-10-15,西 19 舍 614
21326232,宋存,男,1.68,2002-10-02,东 23 舍 418
11561920,梁宛晴,女,1.68,2006-07-08,西 23 舍 807
20122128,刘博罗,男,1.67,2002-06-24,东 17 舍 330
36098650,高茂彦,男,1.75,2006-07-24,西 18 舍 515
20145532,李朕,男,1.75,2003-05-21,西 11 舍 102
27211233,戴德东,男,1.74,2006-02-08,西 1 舍 624
32149079,毕希嫣,女,1.59,2006-06-03,西 24 舍 306
37435509,刘枫宁,女,1.64,2006-01-24,西 3 舍 707
31851768,周嘉茵,女,1.59,2002-10-24,西 20 舍 728
17120803,邹祯卓,男,1.84,2004-01-17,西 10 舍 325
28952295,李雅妙,女,1.7,2007-05-11,东 23 舍 805
13441495,魏希,男,1.82,2004-08-24,西 7 舍 304
38955082,李杉哲,男,1.74,2006-11-04,西 14 舍 416
42793109,黄晨纶,男,1.76,2004-10-15,东 3 舍 730
49926668,周南,男,1.73,2005-04-06,西 10 舍 525
14331019,张林灏,男,1.73,2004-04-13,东 23 舍 508
38017452,陈圣晨,男,1.83,2007-01-28,东 9 舍 124
44000113,王绮,女,1.62,2006-03-25,东 1 舍 515
35943385,董祺,男,1.69,2006-05-23,西 8 舍 506
44438613,潘觅蕴,女,1.65,2005-12-28,东 20 舍 404
13446060,张梓琪,女,1.58,2003-07-14,东 19 舍 108
36472983,郑兰璇,女,1.55,2006-06-13,东 21 舍 512
26189261,余诗,男,1.76,2004-04-18,东 24 舍 711
39159359,张清滢,女,1.61,2006-06-23,东 23 舍 210
16780288,吴依清,女,1.6,2005-11-05,东 1 舍 415
26738042,李晴茹,女,1.77,2004-06-10,西 20 舍 321
23016021,张夏怡,女,1.62,2006-07-30,西 13 舍 827
33548783,丛文芝,女,1.57,2003-09-26,东 8 舍 217
37929218,范尔楚,女,1.63,2005-11-16,西 19 舍 510
20076854,李贝韵,女,1.58,2002-10-10,东 11 舍 527
46938548,王昊,男,1.75,2003-12-14,东 24 舍 208
34016982,刘依彤,女,1.76,2006-04-03,东 20 舍 825
18138566,祁儿,女,1.64,2007-05-01,东 17 舍 210
11289881,陈征风,男,1.71,2006-06-25,东 3 舍 106
13130337,韩秦恒,男,1.85,2003-05-05,西 13 舍 225
38016742,王瑞若,男,1.83,2005-05-27,东 3 舍 418
32962287,蔡谷,女,1.63,2006-07-09,东 6 舍 301
23827791,郑玲,女,1.68,2002-10-26,东 13 舍 516
45260624,董永茂,男,1.76,2003-04-04,西 20 舍 308
16980157,熊秦齐,男,1.87,2004-07-22,东 6 舍 213
34940585,唐纹窈,女,1.66,2004-07-07,东 4 舍 821
36250926,黄莉菲,女,1.64,2005-06-07,东 15 舍 329
30864025,张棋,男,1.78,2003-12-10,西 18 舍 318
42010188,郑秦齐,男,1.83,2005-01-10,东 14 舍 109
40453542,刘群,女,1.66,2002-11-13,西 19 舍 405
43560044,吴万信,男,1.67,2003-04-08,东 3 舍 204
42550254,易忆狄,男,1.75,2003-03-19,东 8 舍 710
18476730,张贝韵,女,1.69,2007-03-06,东 19 舍 725
23529431,雷浩,女,1.67,2007-05-01,西 2 舍 621
25416048,李明泉,男,1.6,2007-05-08,西 2 舍 122
36454203,孟偌瑾,女,1.61,2003-11-27,西 21 舍 218
25523489,刘章,男,1.76,2004-05-18,西 19 舍 111
46222475,王皓润,男,1.64,2005-02-04,西 2 舍 606
45658162,朱亦茂,男,1.71,2005-10-13,东 4 舍 623
37626851,何茜惠,女,1.6,2006-12-30,西 3 舍 513
47977070,张雁,女,1.59,2004-02-16,东 18 舍 221
23969699,林新菱,女,1.52,2003-06-20,西 12 舍 621
12410014,尤清深,男,1.67,2002-12-23,东 2 舍 417
38431460,张煊,女,1.59,2006-05-21,西 17 舍 704
10434569,袁良清,男,1.81,2005-11-25,东 14 舍 301
17488046,吴炫灿,男,1.85,2006-09-12,西 24 舍 417
34184100,曾清媛,女,1.47,2003-01-26,西 4 舍 122
21843931,庄忆狄,男,1.76,2002-08-09,东 1 舍 806
17346351,赖芷蕊,女,1.64,2004-06-13,东 1 舍 615
18533170,沈薇,女,1.68,2005-07-09,东 19 舍 530
32782010,杨苗,男,1.7,2003-08-19,西 24 舍 417
38597890,王佳禾,女,1.53,2005-06-04,西 6 舍 721
36140349,张雪菡,女,1.63,2004-04-30,东 21 舍 116
36143733,温畅裕,男,1.71,2004-09-21,东 19 舍 819
48433028,梁兰璇,女,1.66,2007-03-15,东 10 舍 612
41778689,魏琪纯,女,1.55,2003-07-19,东 13 舍 630
41896903,黄雅妙,女,1.68,2005-07-01,东 20 舍 322
47793461,李姝钰,女,1.49,2006-12-31,西 16 舍 230
34159867,陈若翰,男,1.73,2005-03-21,东 1 舍 725
19782346,赵钢,男,1.56,2006-10-16,西 22 舍 119
13670022,孙清滢,女,1.65,2006-04-28,东 13 舍 530
18406533,孙征风,男,1.76,2005-06-17,东 8 舍 402
40149895,张康,男,1.84,2005-10-24,西 2 舍 129
24634567,张婕,女,1.67,2002-06-05,东 22 舍 309
22859660,李依梅,女,1.74,2003-02-27,西 23 舍 221
40544261,陈文妮,女,1.63,2002-10-24,东 12 舍 514
46963437,张秉雄,男,1.75,2002-08-19,东 18 舍 628
27677285,曹芫,女,1.59,2005-01-19,西 20 舍 514
12260814,傅滨义,男,1.59,2006-05-23,东 17 舍 310
34477139,锺希嫣,女,1.61,2007-05-08,东 24 舍 629
